legislator,rollcall,vote,yea,.rollcall_id,party,.legis_id
MCCONNELL (R KY),2-67,6,FALSE,377,Republican,35
VITTER (R LA),2-67,6,FALSE,377,Republican,36
LANDRIEU (D LA),2-67,1,TRUE,377,Democratic,37
COLLINS (R ME),2-67,6,FALSE,377,Republican,38
SNOWE (R ME),2-67,6,FALSE,377,Republican,39
MIKULSKI (D MD),2-67,1,TRUE,377,Democratic,40
SARBANES (D MD),2-67,1,TRUE,377,Democratic,41
KENNEDY (D MA),2-67,1,TRUE,377,Democratic,42
KERRY (D MA),2-67,1,TRUE,377,Democratic,43
STABENOW (D MI),2-67,1,TRUE,377,Democratic,44
LEVIN (D MI),2-67,1,TRUE,377,Democratic,45
DAYTON (D MN),2-67,1,TRUE,377,Democratic,46
COLEMAN (R MN),2-67,6,FALSE,377,Republican,47
COCHRAN (R MS),2-67,6,FALSE,377,Republican,48
LOTT (R MS),2-67,6,FALSE,377,Republican,49
TALENT (R MO),2-67,6,FALSE,377,Republican,50
BOND (R MO),2-67,6,FALSE,377,Republican,51
BAUCUS (D MT),2-67,1,TRUE,377,Democratic,52
HAGEL (R NE),2-67,6,FALSE,377,Republican,54
NELSON (D NE),2-67,1,TRUE,377,Democratic,55
ENSIGN (R NV),2-67,6,FALSE,377,Republican,56
REID (D NV),2-67,1,TRUE,377,Democratic,57
GREGG (R NH),2-67,6,FALSE,377,Republican,58
SUNUNU (R NH),2-67,6,FALSE,377,Republican,59
MENENDEZ (D NJ),2-67,1,TRUE,377,Democratic,61
LAUTENBERG (D NJ),2-67,1,TRUE,377,Democratic,62
BINGAMAN (D NM),2-67,1,TRUE,377,Democratic,63
DOMENICI (R NM),2-67,6,FALSE,377,Republican,64
CLINTON (D NY),2-67,1,TRUE,377,Democratic,65
SCHUMER (D NY),2-67,1,TRUE,377,Democratic,66
BURR (R NC),2-67,6,FALSE,377,Republican,67
DOLE (R NC),2-67,6,FALSE,377,Republican,68
CONRAD (D ND),2-67,1,TRUE,377,Democratic,69
DORGAN (D ND),2-67,1,TRUE,377,Democratic,70
DEWINE (R OH),2-67,1,TRUE,377,Republican,71
VOINOVICH (R OH),2-67,6,FALSE,377,Republican,72
INHOFE (R OK),2-67,6,FALSE,377,Republican,73
COBURN (R OK),2-67,6,FALSE,377,Republican,74
SMITH (R OR),2-67,6,FALSE,377,Republican,75
WYDEN (D OR),2-67,1,TRUE,377,Democratic,76
SANTORUM (R PA),2-67,6,FALSE,377,Republican,77
SPECTER (R PA),2-67,6,FALSE,377,Republican,78
CHAFEE (R RI),2-67,1,TRUE,377,Republican,79
REED (D RI),2-67,1,TRUE,377,Democratic,80
DEMINT (R SC),2-67,6,FALSE,377,Republican,81
GRAHAM (R SC),2-67,6,FALSE,377,Republican,82
THUNE (R SD),2-67,6,FALSE,377,Republican,83
JOHNSON (D SD),2-67,1,TRUE,377,Democratic,84
FRIST (R TN),2-67,6,FALSE,377,Republican,85
ALEXANDER (R TN),2-67,6,FALSE,377,Republican,86
CORNYN (R TX),2-67,6,FALSE,377,Republican,87
HUTCHISON (R TX),2-67,6,FALSE,377,Republican,88
BENNETT (R UT),2-67,6,FALSE,377,Republican,89
HATCH (R UT),2-67,6,FALSE,377,Republican,90
JEFFORDS (Indep VT),2-67,1,TRUE,377,Independent,91
LEAHY (D VT),2-67,1,TRUE,377,Democratic,92
ALLEN (R VA),2-67,6,FALSE,377,Republican,93
WARNER (R VA),2-67,6,FALSE,377,Republican,94
CANTWELL (D WA),2-67,1,TRUE,377,Democratic,95
MURRAY (D WA),2-67,1,TRUE,377,Democratic,96
BYRD (D WV),2-67,1,TRUE,377,Democratic,97
ROCKEFELLER (D WV),2-67,1,TRUE,377,Democratic,98
FEINGOLD (D WI),2-67,1,TRUE,377,Democratic,99
KOHL (D WI),2-67,1,TRUE,377,Democratic,100
ENZI (R WY),2-67,6,FALSE,377,Republican,101
THOMAS (R WY),2-67,6,FALSE,377,Republican,102
SESSIONS (R AL),2-68,1,TRUE,378,Republican,2
SHELBY (R AL),2-68,1,TRUE,378,Republican,3
MURKOWSKI (R AK),2-68,1,TRUE,378,Republican,4
STEVENS (R AK),2-68,1,TRUE,378,Republican,5
KYL (R AZ),2-68,1,TRUE,378,Republican,6
MCCAIN (R AZ),2-68,1,TRUE,378,Republican,7
PRYOR (D AR),2-68,6,FALSE,378,Democratic,8
LINCOLN (D AR),2-68,6,FALSE,378,Democratic,9
BOXER (D CA),2-68,6,FALSE,378,Democratic,10
FEINSTEIN (D CA),2-68,6,FALSE,378,Democratic,11
ALLARD (R CO),2-68,1,TRUE,378,Republican,12
SALAZAR (D CO),2-68,6,FALSE,378,Democratic,13
DODD (D CT),2-68,6,FALSE,378,Democratic,14
LIEBERMAN (D CT),2-68,6,FALSE,378,Democratic,15
BIDEN (D DE),2-68,6,FALSE,378,Democratic,16
CARPER (D DE),2-68,6,FALSE,378,Democratic,17
MARTINEZ (R FL),2-68,1,TRUE,378,Republican,18
NELSON (D FL),2-68,6,FALSE,378,Democratic,19
CHAMBLISS (R GA),2-68,1,TRUE,378,Republican,20
ISAKSON (R GA),2-68,1,TRUE,378,Republican,21
AKAKA (D HI),2-68,6,FALSE,378,Democratic,22
INOUYE (D HI),2-68,6,FALSE,378,Democratic,23
CRAIG (R ID),2-68,1,TRUE,378,Republican,24
CRAPO (R ID),2-68,1,TRUE,378,Republican,25
DURBIN (D IL),2-68,6,FALSE,378,Democratic,26
OBAMA (D IL),2-68,6,FALSE,378,Democratic,27
BAYH (D IN),2-68,6,FALSE,378,Democratic,28
LUGAR (R IN),2-68,6,FALSE,378,Republican,29
GRASSLEY (R IA),2-68,1,TRUE,378,Republican,30
HARKIN (D IA),2-68,6,FALSE,378,Democratic,31
BROWNBACK (R KS),2-68,1,TRUE,378,Republican,32
ROBERTS (R KS),2-68,1,TRUE,378,Republican,33
BUNNING (R KY),2-68,1,TRUE,378,Republican,34
MCCONNELL (R KY),2-68,1,TRUE,378,Republican,35
VITTER (R LA),2-68,1,TRUE,378,Republican,36
LANDRIEU (D LA),2-68,6,FALSE,378,Democratic,37
COLLINS (R ME),2-68,6,FALSE,378,Republican,38
SNOWE (R ME),2-68,6,FALSE,378,Republican,39
MIKULSKI (D MD),2-68,6,FALSE,378,Democratic,40
SARBANES (D MD),2-68,6,FALSE,378,Democratic,41
KENNEDY (D MA),2-68,6,FALSE,378,Democratic,42
KERRY (D MA),2-68,6,FALSE,378,Democratic,43
STABENOW (D MI),2-68,6,FALSE,378,Democratic,44
LEVIN (D MI),2-68,6,FALSE,378,Democratic,45
DAYTON (D MN),2-68,6,FALSE,378,Democratic,46
COLEMAN (R MN),2-68,1,TRUE,378,Republican,47
COCHRAN (R MS),2-68,1,TRUE,378,Republican,48
LOTT (R MS),2-68,1,TRUE,378,Republican,49
TALENT (R MO),2-68,6,FALSE,378,Republican,50
BOND (R MO),2-68,1,TRUE,378,Republican,51
BAUCUS (D MT),2-68,6,FALSE,378,Democratic,52
BURNS (R MT),2-68,6,FALSE,378,Republican,53
HAGEL (R NE),2-68,1,TRUE,378,Republican,54
NELSON (D NE),2-68,6,FALSE,378,Democratic,55
ENSIGN (R NV),2-68,1,TRUE,378,Republican,56
REID (D NV),2-68,6,FALSE,378,Democratic,57
GREGG (R NH),2-68,1,TRUE,378,Republican,58
SUNUNU (R NH),2-68,1,TRUE,378,Republican,59
MENENDEZ (D NJ),2-68,6,FALSE,378,Democratic,61
LAUTENBERG (D NJ),2-68,6,FALSE,378,Democratic,62
BINGAMAN (D NM),2-68,6,FALSE,378,Democratic,63
DOMENICI (R NM),2-68,6,FALSE,378,Republican,64
CLINTON (D NY),2-68,6,FALSE,378,Democratic,65
SCHUMER (D NY),2-68,6,FALSE,378,Democratic,66
BURR (R NC),2-68,1,TRUE,378,Republican,67
DOLE (R NC),2-68,1,TRUE,378,Republican,68
CONRAD (D ND),2-68,6,FALSE,378,Democratic,69
DORGAN (D ND),2-68,6,FALSE,378,Democratic,70
DEWINE (R OH),2-68,1,TRUE,378,Republican,71
INHOFE (R OK),2-68,1,TRUE,378,Republican,73
COBURN (R OK),2-68,1,TRUE,378,Republican,74
SMITH (R OR),2-68,6,FALSE,378,Republican,75
WYDEN (D OR),2-68,6,FALSE,378,Democratic,76
SANTORUM (R PA),2-68,1,TRUE,378,Republican,77
SPECTER (R PA),2-68,1,TRUE,378,Republican,78
CHAFEE (R RI),2-68,6,FALSE,378,Republican,79
REED (D RI),2-68,6,FALSE,378,Democratic,80
DEMINT (R SC),2-68,1,TRUE,378,Republican,81
GRAHAM (R SC),2-68,1,TRUE,378,Republican,82
THUNE (R SD),2-68,1,TRUE,378,Republican,83
JOHNSON (D SD),2-68,6,FALSE,378,Democratic,84
FRIST (R TN),2-68,1,TRUE,378,Republican,85
ALEXANDER (R TN),2-68,1,TRUE,378,Republican,86
CORNYN (R TX),2-68,1,TRUE,378,Republican,87
HUTCHISON (R TX),2-68,1,TRUE,378,Republican,88
BENNETT (R UT),2-68,1,TRUE,378,Republican,89
HATCH (R UT),2-68,1,TRUE,378,Republican,90
JEFFORDS (Indep VT),2-68,6,FALSE,378,Independent,91
LEAHY (D VT),2-68,6,FALSE,378,Democratic,92
ALLEN (R VA),2-68,1,TRUE,378,Republican,93
WARNER (R VA),2-68,1,TRUE,378,Republican,94
CANTWELL (D WA),2-68,6,FALSE,378,Democratic,95
MURRAY (D WA),2-68,6,FALSE,378,Democratic,96
BYRD (D WV),2-68,6,FALSE,378,Democratic,97
ROCKEFELLER (D WV),2-68,6,FALSE,378,Democratic,98
FEINGOLD (D WI),2-68,6,FALSE,378,Democratic,99
KOHL (D WI),2-68,6,FALSE,378,Democratic,100
ENZI (R WY),2-68,1,TRUE,378,Republican,101
THOMAS (R WY),2-68,1,TRUE,378,Republican,102
SESSIONS (R AL),2-69,6,FALSE,379,Republican,2
SHELBY (R AL),2-69,6,FALSE,379,Republican,3
MURKOWSKI (R AK),2-69,6,FALSE,379,Republican,4
STEVENS (R AK),2-69,6,FALSE,379,Republican,5
KYL (R AZ),2-69,6,FALSE,379,Republican,6
MCCAIN (R AZ),2-69,6,FALSE,379,Republican,7
PRYOR (D AR),2-69,1,TRUE,379,Democratic,8
LINCOLN (D AR),2-69,1,TRUE,379,Democratic,9
BOXER (D CA),2-69,1,TRUE,379,Democratic,10
FEINSTEIN (D CA),2-69,1,TRUE,379,Democratic,11
ALLARD (R CO),2-69,6,FALSE,379,Republican,12
SALAZAR (D CO),2-69,1,TRUE,379,Democratic,13
DODD (D CT),2-69,1,TRUE,379,Democratic,14
LIEBERMAN (D CT),2-69,1,TRUE,379,Democratic,15
BIDEN (D DE),2-69,1,TRUE,379,Democratic,16
CARPER (D DE),2-69,6,FALSE,379,Democratic,17
MARTINEZ (R FL),2-69,6,FALSE,379,Republican,18
NELSON (D FL),2-69,1,TRUE,379,Democratic,19
CHAMBLISS (R GA),2-69,6,FALSE,379,Republican,20
ISAKSON (R GA),2-69,6,FALSE,379,Republican,21
AKAKA (D HI),2-69,1,TRUE,379,Democratic,22
INOUYE (D HI),2-69,1,TRUE,379,Democratic,23
CRAIG (R ID),2-69,6,FALSE,379,Republican,24
CRAPO (R ID),2-69,6,FALSE,379,Republican,25
DURBIN (D IL),2-69,1,TRUE,379,Democratic,26
OBAMA (D IL),2-69,1,TRUE,379,Democratic,27
BAYH (D IN),2-69,1,TRUE,379,Democratic,28
LUGAR (R IN),2-69,6,FALSE,379,Republican,29
GRASSLEY (R IA),2-69,6,FALSE,379,Republican,30
HARKIN (D IA),2-69,1,TRUE,379,Democratic,31
BROWNBACK (R KS),2-69,6,FALSE,379,Republican,32
ROBERTS (R KS),2-69,6,FALSE,379,Republican,33
BUNNING (R KY),2-69,6,FALSE,379,Republican,34
MCCONNELL (R KY),2-69,6,FALSE,379,Republican,35
VITTER (R LA),2-69,6,FALSE,379,Republican,36
LANDRIEU (D LA),2-69,1,TRUE,379,Democratic,37
COLLINS (R ME),2-69,6,FALSE,379,Republican,38
SNOWE (R ME),2-69,1,TRUE,379,Republican,39
MIKULSKI (D MD),2-69,1,TRUE,379,Democratic,40
SARBANES (D MD),2-69,1,TRUE,379,Democratic,41
KENNEDY (D MA),2-69,1,TRUE,379,Democratic,42
KERRY (D MA),2-69,1,TRUE,379,Democratic,43
STABENOW (D MI),2-69,1,TRUE,379,Democratic,44
LEVIN (D MI),2-69,1,TRUE,379,Democratic,45
DAYTON (D MN),2-69,1,TRUE,379,Democratic,46
COLEMAN (R MN),2-69,6,FALSE,379,Republican,47
COCHRAN (R MS),2-69,6,FALSE,379,Republican,48
LOTT (R MS),2-69,6,FALSE,379,Republican,49
TALENT (R MO),2-69,6,FALSE,379,Republican,50
BOND (R MO),2-69,6,FALSE,379,Republican,51
BAUCUS (D MT),2-69,6,FALSE,379,Democratic,52
BURNS (R MT),2-69,6,FALSE,379,Republican,53
HAGEL (R NE),2-69,6,FALSE,379,Republican,54
NELSON (D NE),2-69,6,FALSE,379,Democratic,55
ENSIGN (R NV),2-69,6,FALSE,379,Republican,56
REID (D NV),2-69,1,TRUE,379,Democratic,57
GREGG (R NH),2-69,6,FALSE,379,Republican,58
SUNUNU (R NH),2-69,6,FALSE,379,Republican,59
MENENDEZ (D NJ),2-69,1,TRUE,379,Democratic,61
LAUTENBERG (D NJ),2-69,1,TRUE,379,Democratic,62
BINGAMAN (D NM),2-69,1,TRUE,379,Democratic,63
DOMENICI (R NM),2-69,6,FALSE,379,Republican,64
CLINTON (D NY),2-69,1,TRUE,379,Democratic,65
SCHUMER (D NY),2-69,1,TRUE,379,Democratic,66
BURR (R NC),2-69,6,FALSE,379,Republican,67
DOLE (R NC),2-69,6,FALSE,379,Republican,68
CONRAD (D ND),2-69,1,TRUE,379,Democratic,69
DORGAN (D ND),2-69,1,TRUE,379,Democratic,70
DEWINE (R OH),2-69,6,FALSE,379,Republican,71
VOINOVICH (R OH),2-69,6,FALSE,379,Republican,72
INHOFE (R OK),2-69,6,FALSE,379,Republican,73
COBURN (R OK),2-69,6,FALSE,379,Republican,74
SMITH (R OR),2-69,6,FALSE,379,Republican,75
WYDEN (D OR),2-69,1,TRUE,379,Democratic,76
SANTORUM (R PA),2-69,6,FALSE,379,Republican,77
SPECTER (R PA),2-69,6,FALSE,379,Republican,78
CHAFEE (R RI),2-69,6,FALSE,379,Republican,79
REED (D RI),2-69,1,TRUE,379,Democratic,80
DEMINT (R SC),2-69,6,FALSE,379,Republican,81
GRAHAM (R SC),2-69,6,FALSE,379,Republican,82
THUNE (R SD),2-69,6,FALSE,379,Republican,83
JOHNSON (D SD),2-69,1,TRUE,379,Democratic,84
FRIST (R TN),2-69,6,FALSE,379,Republican,85
ALEXANDER (R TN),2-69,6,FALSE,379,Republican,86
CORNYN (R TX),2-69,6,FALSE,379,Republican,87
HUTCHISON (R TX),2-69,6,FALSE,379,Republican,88
BENNETT (R UT),2-69,6,FALSE,379,Republican,89
HATCH (R UT),2-69,6,FALSE,379,Republican,90
JEFFORDS (Indep VT),2-69,1,TRUE,379,Independent,91
LEAHY (D VT),2-69,1,TRUE,379,Democratic,92
ALLEN (R VA),2-69,6,FALSE,379,Republican,93
WARNER (R VA),2-69,6,FALSE,379,Republican,94
CANTWELL (D WA),2-69,1,TRUE,379,Democratic,95
MURRAY (D WA),2-69,1,TRUE,379,Democratic,96
BYRD (D WV),2-69,1,TRUE,379,Democratic,97
ROCKEFELLER (D WV),2-69,1,TRUE,379,Democratic,98
FEINGOLD (D WI),2-69,1,TRUE,379,Democratic,99
KOHL (D WI),2-69,1,TRUE,379,Democratic,100
ENZI (R WY),2-69,6,FALSE,379,Republican,101
THOMAS (R WY),2-69,6,FALSE,379,Republican,102
SESSIONS (R AL),2-70,6,FALSE,380,Republican,2
SHELBY (R AL),2-70,6,FALSE,380,Republican,3
MURKOWSKI (R AK),2-70,6,FALSE,380,Republican,4
STEVENS (R AK),2-70,6,FALSE,380,Republican,5
KYL (R AZ),2-70,6,FALSE,380,Republican,6
MCCAIN (R AZ),2-70,6,FALSE,380,Republican,7
PRYOR (D AR),2-70,1,TRUE,380,Democratic,8
LINCOLN (D AR),2-70,1,TRUE,380,Democratic,9
BOXER (D CA),2-70,1,TRUE,380,Democratic,10
FEINSTEIN (D CA),2-70,1,TRUE,380,Democratic,11
ALLARD (R CO),2-70,6,FALSE,380,Republican,12
SALAZAR (D CO),2-70,1,TRUE,380,Democratic,13
DODD (D CT),2-70,1,TRUE,380,Democratic,14
LIEBERMAN (D CT),2-70,1,TRUE,380,Democratic,15
BIDEN (D DE),2-70,1,TRUE,380,Democratic,16
CARPER (D DE),2-70,1,TRUE,380,Democratic,17
MARTINEZ (R FL),2-70,6,FALSE,380,Republican,18
NELSON (D FL),2-70,1,TRUE,380,Democratic,19
CHAMBLISS (R GA),2-70,6,FALSE,380,Republican,20
ISAKSON (R GA),2-70,6,FALSE,380,Republican,21
AKAKA (D HI),2-70,1,TRUE,380,Democratic,22
INOUYE (D HI),2-70,1,TRUE,380,Democratic,23
CRAIG (R ID),2-70,6,FALSE,380,Republican,24
CRAPO (R ID),2-70,6,FALSE,380,Republican,25
DURBIN (D IL),2-70,1,TRUE,380,Democratic,26
OBAMA (D IL),2-70,1,TRUE,380,Democratic,27
BAYH (D IN),2-70,1,TRUE,380,Democratic,28
LUGAR (R IN),2-70,6,FALSE,380,Republican,29
GRASSLEY (R IA),2-70,6,FALSE,380,Republican,30
HARKIN (D IA),2-70,1,TRUE,380,Democratic,31
BROWNBACK (R KS),2-70,6,FALSE,380,Republican,32
ROBERTS (R KS),2-70,6,FALSE,380,Republican,33
BUNNING (R KY),2-70,6,FALSE,380,Republican,34
MCCONNELL (R KY),2-70,6,FALSE,380,Republican,35
VITTER (R LA),2-70,6,FALSE,380,Republican,36
LANDRIEU (D LA),2-70,1,TRUE,380,Democratic,37
COLLINS (R ME),2-70,1,TRUE,380,Republican,38
SNOWE (R ME),2-70,1,TRUE,380,Republican,39
MIKULSKI (D MD),2-70,1,TRUE,380,Democratic,40
SARBANES (D MD),2-70,1,TRUE,380,Democratic,41
KENNEDY (D MA),2-70,1,TRUE,380,Democratic,42
KERRY (D MA),2-70,1,TRUE,380,Democratic,43
STABENOW (D MI),2-70,1,TRUE,380,Democratic,44
LEVIN (D MI),2-70,1,TRUE,380,Democratic,45
DAYTON (D MN),2-70,1,TRUE,380,Democratic,46
COLEMAN (R MN),2-70,6,FALSE,380,Republican,47
COCHRAN (R MS),2-70,6,FALSE,380,Republican,48
LOTT (R MS),2-70,6,FALSE,380,Republican,49
TALENT (R MO),2-70,6,FALSE,380,Republican,50
BOND (R MO),2-70,6,FALSE,380,Republican,51
BAUCUS (D MT),2-70,1,TRUE,380,Democratic,52
BURNS (R MT),2-70,6,FALSE,380,Republican,53
HAGEL (R NE),2-70,6,FALSE,380,Republican,54
NELSON (D NE),2-70,6,FALSE,380,Democratic,55
ENSIGN (R NV),2-70,6,FALSE,380,Republican,56
REID (D NV),2-70,1,TRUE,380,Democratic,57
GREGG (R NH),2-70,6,FALSE,380,Republican,58
SUNUNU (R NH),2-70,6,FALSE,380,Republican,59
MENENDEZ (D NJ),2-70,1,TRUE,380,Democratic,61
LAUTENBERG (D NJ),2-70,1,TRUE,380,Democratic,62
BINGAMAN (D NM),2-70,1,TRUE,380,Democratic,63
DOMENICI (R NM),2-70,6,FALSE,380,Republican,64
CLINTON (D NY),2-70,1,TRUE,380,Democratic,65
SCHUMER (D NY),2-70,1,TRUE,380,Democratic,66
BURR (R NC),2-70,6,FALSE,380,Republican,67
DOLE (R NC),2-70,6,FALSE,380,Republican,68
CONRAD (D ND),2-70,1,TRUE,380,Democratic,69
DORGAN (D ND),2-70,1,TRUE,380,Democratic,70
DEWINE (R OH),2-70,1,TRUE,380,Republican,71
VOINOVICH (R OH),2-70,6,FALSE,380,Republican,72
INHOFE (R OK),2-70,6,FALSE,380,Republican,73
COBURN (R OK),2-70,6,FALSE,380,Republican,74
SMITH (R OR),2-70,1,TRUE,380,Republican,75
WYDEN (D OR),2-70,1,TRUE,380,Democratic,76
SANTORUM (R PA),2-70,6,FALSE,380,Republican,77
SPECTER (R PA),2-70,1,TRUE,380,Republican,78
CHAFEE (R RI),2-70,1,TRUE,380,Republican,79
REED (D RI),2-70,1,TRUE,380,Democratic,80
DEMINT (R SC),2-70,6,FALSE,380,Republican,81
GRAHAM (R SC),2-70,6,FALSE,380,Republican,82
THUNE (R SD),2-70,6,FALSE,380,Republican,83
JOHNSON (D SD),2-70,1,TRUE,380,Democratic,84
FRIST (R TN),2-70,6,FALSE,380,Republican,85
ALEXANDER (R TN),2-70,6,FALSE,380,Republican,86
CORNYN (R TX),2-70,6,FALSE,380,Republican,87
HUTCHISON (R TX),2-70,6,FALSE,380,Republican,88
BENNETT (R UT),2-70,6,FALSE,380,Republican,89
HATCH (R UT),2-70,6,FALSE,380,Republican,90
JEFFORDS (Indep VT),2-70,1,TRUE,380,Independent,91
LEAHY (D VT),2-70,1,TRUE,380,Democratic,92
ALLEN (R VA),2-70,6,FALSE,380,Republican,93
WARNER (R VA),2-70,6,FALSE,380,Republican,94
CANTWELL (D WA),2-70,1,TRUE,380,Democratic,95
MURRAY (D WA),2-70,1,TRUE,380,Democratic,96
BYRD (D WV),2-70,1,TRUE,380,Democratic,97
ROCKEFELLER (D WV),2-70,1,TRUE,380,Democratic,98
FEINGOLD (D WI),2-70,1,TRUE,380,Democratic,99
KOHL (D WI),2-70,1,TRUE,380,Democratic,100
ENZI (R WY),2-70,6,FALSE,380,Republican,101
THOMAS (R WY),2-70,6,FALSE,380,Republican,102
BUSH (R USA),2-71,6,FALSE,381,Republican,1
SESSIONS (R AL),2-71,6,FALSE,381,Republican,2
SHELBY (R AL),2-71,6,FALSE,381,Republican,3
MURKOWSKI (R AK),2-71,6,FALSE,381,Republican,4
STEVENS (R AK),2-71,6,FALSE,381,Republican,5
KYL (R AZ),2-71,6,FALSE,381,Republican,6
MCCAIN (R AZ),2-71,6,FALSE,381,Republican,7
PRYOR (D AR),2-71,1,TRUE,381,Democratic,8
LINCOLN (D AR),2-71,1,TRUE,381,Democratic,9
BOXER (D CA),2-71,1,TRUE,381,Democratic,10
FEINSTEIN (D CA),2-71,1,TRUE,381,Democratic,11
ALLARD (R CO),2-71,6,FALSE,381,Republican,12
SALAZAR (D CO),2-71,1,TRUE,381,Democratic,13
DODD (D CT),2-71,1,TRUE,381,Democratic,14
LIEBERMAN (D CT),2-71,1,TRUE,381,Democratic,15
BIDEN (D DE),2-71,1,TRUE,381,Democratic,16
CARPER (D DE),2-71,6,FALSE,381,Democratic,17
MARTINEZ (R FL),2-71,6,FALSE,381,Republican,18
NELSON (D FL),2-71,1,TRUE,381,Democratic,19
CHAMBLISS (R GA),2-71,6,FALSE,381,Republican,20
ISAKSON (R GA),2-71,6,FALSE,381,Republican,21
AKAKA (D HI),2-71,1,TRUE,381,Democratic,22
INOUYE (D HI),2-71,1,TRUE,381,Democratic,23
CRAIG (R ID),2-71,6,FALSE,381,Republican,24
CRAPO (R ID),2-71,6,FALSE,381,Republican,25
DURBIN (D IL),2-71,1,TRUE,381,Democratic,26
OBAMA (D IL),2-71,1,TRUE,381,Democratic,27
BAYH (D IN),2-71,1,TRUE,381,Democratic,28
LUGAR (R IN),2-71,6,FALSE,381,Republican,29
GRASSLEY (R IA),2-71,6,FALSE,381,Republican,30
HARKIN (D IA),2-71,1,TRUE,381,Democratic,31
BROWNBACK (R KS),2-71,6,FALSE,381,Republican,32
ROBERTS (R KS),2-71,6,FALSE,381,Republican,33
BUNNING (R KY),2-71,6,FALSE,381,Republican,34
MCCONNELL (R KY),2-71,6,FALSE,381,Republican,35
VITTER (R LA),2-71,6,FALSE,381,Republican,36
LANDRIEU (D LA),2-71,6,FALSE,381,Democratic,37
COLLINS (R ME),2-71,6,FALSE,381,Republican,38
SNOWE (R ME),2-71,6,FALSE,381,Republican,39
MIKULSKI (D MD),2-71,1,TRUE,381,Democratic,40
SARBANES (D MD),2-71,1,TRUE,381,Democratic,41
KENNEDY (D MA),2-71,1,TRUE,381,Democratic,42
KERRY (D MA),2-71,1,TRUE,381,Democratic,43
STABENOW (D MI),2-71,1,TRUE,381,Democratic,44
LEVIN (D MI),2-71,1,TRUE,381,Democratic,45
DAYTON (D MN),2-71,1,TRUE,381,Democratic,46
COLEMAN (R MN),2-71,6,FALSE,381,Republican,47
COCHRAN (R MS),2-71,6,FALSE,381,Republican,48
LOTT (R MS),2-71,6,FALSE,381,Republican,49
TALENT (R MO),2-71,6,FALSE,381,Republican,50
BOND (R MO),2-71,6,FALSE,381,Republican,51
BAUCUS (D MT),2-71,6,FALSE,381,Democratic,52
BURNS (R MT),2-71,6,FALSE,381,Republican,53
HAGEL (R NE),2-71,6,FALSE,381,Republican,54
NELSON (D NE),2-71,6,FALSE,381,Democratic,55
ENSIGN (R NV),2-71,6,FALSE,381,Republican,56
REID (D NV),2-71,1,TRUE,381,Democratic,57
GREGG (R NH),2-71,6,FALSE,381,Republican,58
SUNUNU (R NH),2-71,6,FALSE,381,Republican,59
MENENDEZ (D NJ),2-71,6,FALSE,381,Democratic,61
LAUTENBERG (D NJ),2-71,1,TRUE,381,Democratic,62
BINGAMAN (D NM),2-71,1,TRUE,381,Democratic,63
DOMENICI (R NM),2-71,6,FALSE,381,Republican,64
CLINTON (D NY),2-71,1,TRUE,381,Democratic,65
SCHUMER (D NY),2-71,1,TRUE,381,Democratic,66
BURR (R NC),2-71,6,FALSE,381,Republican,67
DOLE (R NC),2-71,6,FALSE,381,Republican,68
CONRAD (D ND),2-71,1,TRUE,381,Democratic,69
DORGAN (D ND),2-71,1,TRUE,381,Democratic,70
DEWINE (R OH),2-71,6,FALSE,381,Republican,71
VOINOVICH (R OH),2-71,6,FALSE,381,Republican,72
INHOFE (R OK),2-71,6,FALSE,381,Republican,73
COBURN (R OK),2-71,6,FALSE,381,Republican,74
SMITH (R OR),2-71,6,FALSE,381,Republican,75
WYDEN (D OR),2-71,1,TRUE,381,Democratic,76
SANTORUM (R PA),2-71,6,FALSE,381,Republican,77
SPECTER (R PA),2-71,6,FALSE,381,Republican,78
CHAFEE (R RI),2-71,6,FALSE,381,Republican,79
REED (D RI),2-71,1,TRUE,381,Democratic,80
DEMINT (R SC),2-71,6,FALSE,381,Republican,81
GRAHAM (R SC),2-71,6,FALSE,381,Republican,82
THUNE (R SD),2-71,6,FALSE,381,Republican,83
JOHNSON (D SD),2-71,1,TRUE,381,Democratic,84
FRIST (R TN),2-71,6,FALSE,381,Republican,85
ALEXANDER (R TN),2-71,6,FALSE,381,Republican,86
CORNYN (R TX),2-71,6,FALSE,381,Republican,87
HUTCHISON (R TX),2-71,6,FALSE,381,Republican,88
HATCH (R UT),2-71,6,FALSE,381,Republican,90
JEFFORDS (Indep VT),2-71,6,FALSE,381,Independent,91
LEAHY (D VT),2-71,1,TRUE,381,Democratic,92
ALLEN (R VA),2-71,6,FALSE,381,Republican,93
WARNER (R VA),2-71,6,FALSE,381,Republican,94
CANTWELL (D WA),2-71,1,TRUE,381,Democratic,95
MURRAY (D WA),2-71,1,TRUE,381,Democratic,96
BYRD (D WV),2-71,1,TRUE,381,Democratic,97
ROCKEFELLER (D WV),2-71,1,TRUE,381,Democratic,98
FEINGOLD (D WI),2-71,1,TRUE,381,Democratic,99
KOHL (D WI),2-71,1,TRUE,381,Democratic,100
ENZI (R WY),2-71,6,FALSE,381,Republican,101
THOMAS (R WY),2-71,6,FALSE,381,Republican,102
BUSH (R USA),2-72,1,TRUE,382,Republican,1
SESSIONS (R AL),2-72,1,TRUE,382,Republican,2
SHELBY (R AL),2-72,1,TRUE,382,Republican,3
MURKOWSKI (R AK),2-72,1,TRUE,382,Republican,4
